시도,계
,"33,807"
,"15,564"
,"74,790"
,"26,293"
,"41,839"
,"94,936"
,"10,397"
,"93,954"
,"16,548"
,"37,705"
,"13,025"
,"15,401"
,"11,158"
,"8,849"
,"9,808"
,"20,516"
,"20,709"
경북,"968,021"
,"96,476"
,"99,719"
,"12,988"
,"160,025"
,"7,960"
,"47,171"
,"23,029"
,"9,233"
,"30,792"
,"16,694"
,"55,972"
,"11,163"
,"4,925"
,"35,878"
,"35,813"
,"13,488"
,"3,317"
,"17,069"
,"15,710"
,"14,591"
,"8,180"
,"49,955"
,"94,673"
,"103,200"
경남,"1,247,027"
,"87,976"
,"19,178"
,"17,388"
,"193,229"
,"11,536"
,"36,058"
,"39,072"
,"10,772"
,"104,883"
,"8,273"
,"117,640"
,"21,754"
,"81,110"
,"85,552"
,"122,854"
,"102,440"
,"68,533"
,"40,511"
,"14,468"
,"38,319"
,"12,249"
,"13,232"
제주,"352,370"
,"59,174"
,"293,196"
서울,"2,587,394"
,"214,477"
,"114,814"
,"62,293"
,"162,572"
,"102,798"
,"80,575"
,"115,106"
,"65,270"
,"134,722"
,"81,014"
,"78,639"
,"90,063"
,"98,818"
,"71,457"
,"155,287"
,"82,212"
,"99,025"
,"188,055"
,"127,028"
,"120,367"
,"65,361"
,"107,018"
,"39,641"
,"41,089"
,"89,693"
부산,"1,029,029"
,"43,050"
,"67,865"
,"52,648"
,"75,378"
,"34,083"
,"73,151"
,"106,259"
,"84,596"
,"68,461"
,"91,664"
,"22,781"
,"57,950"
,"73,540"
,"27,300"
,"12,675"
,"137,628"
대구,"918,048"
,"48,301"
,"215,908"
,"76,926"
,"123,729"
,"152,139"
,"63,235"
,"183,869"
,"53,941"
인천,"1,157,966"
,"22,142"
,"210,344"
,"155,317"
,"224,015"
,"20,820"
,"173,113"
,"169,864"
,"130,463"
,"6,860"
,"45,028"
광주,"506,418"
,"140,587"
,"70,875"
,"29,645"
,"146,974"
,"118,337"
대전,"529,164"
,"69,175"
,"70,766"
,"171,082"
,"137,027"
,"81,114"
울산,"444,424"
,"131,361"
,"56,585"
,"80,396"
,"87,455"
,"88,627"
세종,"85,857"
,"85,857"
경기,"4,047,478"
,"19,611"
,"126,412"
,"96,791"
,"93,525"
,"19,856"
,"87,373"
,"116,508"
,"49,997"
,"80,874"
,"122,767"
,"198,347"
,"28,567"
,"56,877"
,"48,843"
,"126,233"
,"169,864"
,"52,972"
,"61,785"
,"130,916"
,"114,294"
,"89,898"
,"61,001"
,"139,101"
,"114,988"
,"110,864"
,"67,799"
,"105,342"
,"66,097"
,"65,257"
,"37,736"
,"40,775"
,"14,300"
,"71,548"
,"148,080"
,"117,140"
,"79,815"
,"48,211"
,"114,146"
,"75,791"
,"145,212"
,"175,260"
,"59,998"
,"56,804"
,"239,903"
,
강원,"528,917"
,"77,451"
,"8,767"
,"32,841"
,"22,358"
,"26,935"
,"7,434"
,"9,367"
,"12,730"
,"119,367"
,"11,057"
,"12,696"
,"14,675"
,"96,893"
,"16,042"
,"14,905"
,"22,371"
,"8,218"
,"14,810"
충북,"561,636"
,"12,068"
,"9,356"
,"10,008"
,"14,771"
,"16,402"
,"37,664"
,"45,443"
,"12,983"
,"27,077"
,16
,"59,718"
,"78,437"
,"72,454"
,"91,901"
,"73,338"
충남,"737,458"
,"16,630"
,"36,484"
,"18,393"
,"38,936"
,"63,030"
,"34,140"
,"20,397"
,"61,064"
,"17,624"
,"115,457"
,"27,261"
,"94,772"
,"131,765"
,"9,283"
,"19,895"
,"32,327"
전북,"636,489"
,"16,813"
,"100,258"
,"28,113"
,"25,637"
,"7,111"
,"16,744"
,"8,143"
,"34,221"
,"100,811"
,"8,178"
,"6,367"
,"117,423"
,"125,002"
,"34,020"
,"7,648"
전남,"652,007"
,"10,481"
,"16,373"
,"8,783"
,"57,420"
,"8,042"
,"34,009"
,"15,669"
,"75,039"
,"26,446"
,"44,339"
,"95,351"
,"10,469"
,"94,760"
,"16,620"
,"38,296"
,"13,131"
,"15,460"
,"11,173"
,"8,877"
,"9,837"
,"20,649"
,"20,783"
경북,"972,324"
,"97,016"
,"100,099"
,"13,061"
,"160,622"
,"7,987"
,"47,530"
,"23,079"
,"9,262"
,"30,930"
,"16,846"
,"56,189"
,"11,206"
,"4,945"
,"36,045"
,"35,899"
,"13,621"
,"3,347"
,"17,174"
,"15,823"
,"14,627"
,"8,223"
,"50,158"
,"94,947"
,"103,688"
경남,"1,251,724"
,"88,051"
,"19,300"
,"17,399"
,"194,013"
,"11,592"
,"36,247"
,"39,229"
,"10,819"
,"105,900"
,"8,290"
,"118,079"
,"21,852"
,"81,572"
,"85,692"
,"123,411"
,"102,641"
,"68,905"
,"40,664"
,"14,566"
,"38,193"
,"12,050"
,"13,259"
제주,"355,910"
,"59,662"
,"296,248"
서울,"2,588,964"
,"213,546"
,"114,974"
,"62,451"
,"162,797"
,"103,014"
,"80,720"
,"115,421"
,"65,486"
,"134,822"
,"81,048"
,"78,734"
,"90,100"
,"98,872"
,"71,487"
,"155,286"
,"82,503"
,"99,061"
,"188,574"
,"127,252"
,"119,956"
,"65,236"
,"107,186"
,"40,005"
,"40,628"
,"89,805"
부산,"1,033,334"
,"43,861"
,"67,928"
,"53,024"
,"75,559"
,"34,017"
,"73,256"
,"106,394"
,"84,430"
,"68,752"
,"91,975"
,"22,793"
,"57,824"
,"75,339"
,"27,376"
,"12,983"
,"137,823"
대구,"918,812"
,"48,269"
,"216,622"
,"77,994"
,"123,938"
,"152,433"
,"63,115"
,"183,682"
,"52,759"
인천,"1,160,204"
,"22,216"
,"212,919"
,"157,045"
,"219,406"
,"20,818"
,"174,291"
,"170,439"
,"131,010"
,"6,930"
,"45,130"
광주,"512,823"
,"141,094"
,"70,971"
,"29,720"
,"147,438"
,"123,600"
대전,"530,430"
,"69,242"
,"70,813"
,"171,630"
,"137,600"
,"81,145"
울산,"445,521"
,"131,452"
,"56,674"
,"80,861"
,"87,715"
,"88,819"
세종,"86,930"
,"86,930"
경기,"4,065,916"
,"19,778"
,"126,815"
,"97,884"
,"93,728"
,"19,695"
,"87,435"
,"117,165"
,"50,799"
,"81,003"
,"124,235"
,"199,189"
,"28,655"
,"229,935"
,449
,596
,"1,522"
,"170,154"
,"53,833"
,"61,600"
,"131,774"
,"114,674"
,"90,039"
,"61,277"
,"140,028"
,"115,404"
,"111,134"
,"68,310"
,"105,835"
,"66,032"
,"65,426"
,"37,982"
,"40,936"
,"14,347"
,"71,769"
,"148,303"
,"117,352"
,"80,100"
,"48,221"
,"114,622"
,"76,069"
,"145,853"
,"176,308"
,"60,126"
,"57,908"
,"241,617"
강원,"530,892"
,"77,695"
,"8,795"
,"32,966"
,"22,390"
,"27,058"
,"7,489"
,"9,401"
,"12,809"
,"119,961"
,"11,086"
,"12,773"
,"14,693"
,"97,140"
,"16,030"
,"14,972"
,"22,458"
,"8,255"
,"14,921"
충북,"564,035"
,"12,117"
,"9,413"
,"10,060"
,"14,849"
,"16,439"
,"37,926"
,"45,596"
,"13,048"
,"27,223"
,16
,"59,893"
,"78,563"
,"73,118"
,"92,154"
,"73,620"
충남,"740,617"
,"16,661"
,"36,615"
,"18,389"
,"39,027"
,"63,315"
,"34,275"
,"20,417"
,"61,255"
,"17,670"
,"115,991"
,"27,359"
,"95,190"
,"132,550"
,"9,310"
,"19,995"
,"32,598"
전북,"638,906"
,"16,831"
,"100,632"
,"28,187"
,"25,643"
,"7,134"
,"16,807"
,"8,161"
,"34,453"
,"101,226"
,"8,161"
,"6,405"
,"118,242"
,"125,187"
,"34,150"
,"7,687"
전남,"654,840"
,"10,495"
,"16,408"
,"8,774"
,"57,594"
,"8,060"
,"34,318"
,"15,705"
,"75,304"
,"26,515"
,"45,684"
,"95,798"
,"10,500"
,"94,877"
,"16,708"
,"37,887"
,"13,189"
,"15,553"
,"11,186"
,"8,912"
,"9,891"
,"20,632"
,"20,850"
경북,"975,201"
,"97,362"
,"100,297"
,"13,099"
,"160,798"
,"8,047"
,"47,792"
,"23,059"
,"9,321"
,"31,145"
,"17,068"
,"56,278"
,"11,254"
,"4,953"
,"36,154"
,"36,013"
,"13,746"
,"3,391"
,"17,222"
,"15,848"
,"14,693"
,"8,228"
,"50,302"
,"95,128"
,"104,003"
경남,"1,257,360"
,"88,244"
,"19,376"
,"17,420"
,"194,500"
,"11,635"
,"36,369"
,"39,469"
,"10,862"
,"106,628"
,"8,342"
,"118,509"
,"21,941"
,"81,885"
,"85,628"
,"125,048"
,"103,172"
,"69,167"
,"40,670"
,"14,602"
,"38,573"
,"12,009"
,"13,311"
제주,"359,049"
,"60,218"
,"298,831"
서울,"2,588,763"
,"213,475"
,"114,694"
,"62,655"
,"162,803"
,"103,048"
,"80,802"
,"115,336"
,"65,482"
,"134,781"
,"81,064"
,"78,651"
,"90,217"
,"98,857"
,"71,343"
,"155,133"
,"82,939"
,"99,011"
,"188,730"
,"127,389"
,"119,519"
,"65,257"
,"107,202"
,"39,684"
,"40,914"
,"89,777"
부산,"1,035,375"
,"44,339"
,"68,072"
,"53,348"
,"75,615"
,"36,106"
,"73,265"
,"106,427"
,"84,655"
,"68,598"
,"92,109"
,"22,843"
,"57,878"
,"73,461"
,"27,400"
,"13,261"
,"137,998"
대구,"919,562"
,"48,273"
,"216,930"
,"79,064"
,"123,776"
,"152,536"
,"62,755"
,"183,601"
,"52,627"
인천,"1,164,632"
,"22,218"
,"213,994"
,"158,015"
,"220,037"
,"20,758"
,"175,338"
,"170,366"
,"131,570"
,"7,026"
,"45,310"
광주,"513,554"
,"141,218"
,"70,912"
,"29,829"
,"147,946"
,"123,649"
대전,"530,835"
,"69,050"
,"70,775"
,"172,032"
,"137,869"
,"81,109"
울산,"445,955"
,"131,580"
,"56,770"
,"80,856"
,"87,870"
,"88,879"
세종,"88,052"
,"88,052"
경기,"4,078,768"
,"19,908"
,"127,023"
,"98,425"
,"93,724"
,"19,600"
,"87,395"
,"117,768"
,"51,502"
,"81,050"
,"125,243"
,"199,569"
,"28,728"
,"233,515"
,
,
,
,"170,235"
,"54,884"
,"61,084"
,"130,834"
,"114,880"
,"90,188"
,"61,548"
,"140,542"
,"115,251"
,"111,418"
,"68,199"
,"105,971"
,"65,979"
,"65,538"
,"38,214"
,"41,077"
,"14,441"
,"71,859"
,"148,349"
,"117,502"
,"80,390"
,"48,318"
,"114,986"
,"76,442"
,"146,300"
,"177,206"
,"60,246"
,"59,671"
,"243,766"
강원,"532,847"
,"77,926"
,"8,755"
,"33,096"
,"22,467"
,"27,351"
,"7,512"
,"9,347"
,"12,818"
,"120,516"
,"11,094"
,"12,817"
,"14,730"
,"97,482"
,"16,038"
,"15,057"
,"22,600"
,"8,260"
,"14,981"
충북,"565,798"
,"12,154"
,"9,443"
,"10,058"
,"14,865"
,"16,475"
,"38,098"
,"45,740"
,"13,072"
,"27,411"
,16
,"59,939"
,"78,556"
,"73,716"
,"92,334"
,"73,921"
충남,"743,343"
,"16,737"
,"36,764"
,"18,429"
,"39,161"
,"63,658"
,"34,376"
,"20,488"
,"61,435"
,"17,679"
,"116,355"
,"27,382"
,"95,376"
,"133,090"
,"9,346"
,"20,110"
,"32,933"
전북,"640,689"
,"16,847"
,"100,810"
,"28,270"
,"26,034"
,"7,151"
,"16,792"
,"8,167"
,"34,608"
,"101,547"
,"8,177"
,"6,398"
,"118,568"
,"125,352"
,"34,252"
,"7,716"
전남,"657,829"
,"10,499"
,"16,460"
,"8,801"
,"57,747"
,"8,070"
,"34,666"
,"15,752"
,"75,429"
,"26,662"
,"47,513"
,"96,217"
,"10,533"
,"95,052"
,"16,704"
,"37,271"
,"13,214"
,"15,611"
,"11,216"
,"8,929"
,"9,929"
,"20,702"
,"20,852"
경북,"977,666"
,"97,630"
,"100,548"
,"13,125"
,"160,988"
,"8,103"
,"47,993"
,"23,039"
,"9,358"
,"31,281"
,"17,169"
,"56,339"
,"11,271"
,"4,969"
,"36,278"
,"36,181"
,"13,819"
,"3,391"
,"17,253"
,"15,867"
,"14,747"
,"8,254"
,"50,544"
,"95,253"
,"104,266"
경남,"1,259,316"
,"88,244"
,"19,452"
,"17,451"
,"194,905"
,"11,656"
,"36,511"
,"39,604"
,"10,900"
,"107,115"
,"8,351"
,"118,839"
,"22,043"
,"82,185"
,"85,574"
,"124,986"
,"103,052"
,"69,250"
,"40,739"
,"14,612"
,"38,511"
,"11,980"
,"13,356"
제주,"360,289"
,"60,613"
,"299,676"
서울,"2,592,545"
,"214,474"
,"114,799"
,"62,680"
,"163,270"
,"103,132"
,"80,920"
,"115,481"
,"65,611"
,"135,016"
,"81,200"
,"78,814"
,"90,439"
,"98,896"
,"71,492"
,"155,362"
,"83,175"
,"99,010"
,"189,080"
,"127,485"
,"118,999"
,"65,364"
,"107,380"
,"39,705"
,"40,763"
,"89,998"
부산,"1,037,843"
,"44,564"
,"68,291"
,"53,567"
,"75,662"
,"36,415"
,"73,426"
,"106,309"
,"84,860"
,"68,757"
,"92,274"
,"22,880"
,"57,912"
,"73,769"
,"27,414"
,"13,569"
,"138,174"
대구,"921,316"
,"48,265"
,"217,295"
,"79,830"
,"123,981"
,"153,011"
,"62,571"
,"183,953"
,"52,410"
인천,"1,170,776"
,"22,291"
,"215,297"
,"159,705"
,"220,786"
,"20,749"
,"176,118"
,"170,741"
,"132,520"
,"7,077"
,"45,492"
광주,"514,738"
,"141,607"
,"71,082"
,"29,847"
,"148,340"
,"123,862"
대전,"531,680"
,"69,061"
,"70,861"
,"172,537"
,"138,074"
,"81,147"
울산,"446,712"
,"131,765"
,"56,841"
,"81,113"
,"88,065"
,"88,928"
세종,"89,067"
,"89,067"
경기,"4,095,456"
,"20,005"
,"127,446"
,"98,934"
,"93,988"
,"19,595"
,"87,372"
,"118,455"
,"51,825"
,"81,110"
,"126,012"
,"200,225"
,"28,884"
,"234,966"
,
,
,
,"170,553"
,"55,113"
,"60,931"
,"130,963"
,"115,079"
,"90,201"
,"61,827"
,"141,341"
,"115,371"
,"111,797"
,"68,772"
,"106,262"
,"66,064"
,"65,816"
,"38,467"
,"41,259"
,"14,561"
,"72,074"
,"148,511"
,"117,867"
,"80,926"
,"48,466"
,"115,592"
,"76,778"
,"146,856"
,"178,096"
,"60,326"
,"61,008"
,"245,762"
강원,"534,569"
,"78,058"
,"8,769"
,"33,233"
,"22,483"
,"27,647"
,"7,571"
,"9,297"
,"12,840"
,"121,012"
,"11,177"
,"12,820"
,"14,811"
,"97,696"
,"16,042"
,"15,099"
,"22,708"
,"8,264"
,"15,042"
충북,"567,694"
,"12,232"
,"9,474"
,"10,106"
,"14,926"
,"16,554"
,"38,251"
,"45,938"
,"13,153"
,"27,498"
,16
,"59,980"
,"78,529"
,"74,300"
,"92,623"
,"74,114"
충남,"745,954"
,"16,757"
,"36,869"
,"18,429"
,"39,334"
,"63,933"
,"34,471"
,"20,527"
,"61,640"
,"17,662"
,"116,607"
,"27,462"
,"95,536"
,"133,947"
,"9,400"
,"20,151"
,"33,205"
전북,"642,297"
,"16,918"
,"101,078"
,"28,353"
,"26,068"
,"7,178"
,"16,829"
,"8,190"
,"34,681"
,"101,733"
,"8,182"
,"6,432"
,"118,956"
,"125,631"
,"34,362"
,"7,706"
전남,"660,182"
,"10,533"
,"16,482"
,"8,831"
,"57,896"
,"8,110"
,"34,983"
,"15,780"
,"75,556"
,"26,719"
,"48,749"
,"96,557"
,"10,547"
,"95,185"
,"16,779"
,"36,728"
,"13,311"
,"15,654"
,"11,233"
,"8,969"
,"9,929"
,"20,738"
,"20,913"
경북,"979,927"
,"97,857"
,"100,857"
,"13,133"
,"161,274"
,"8,150"
,"48,258"
,"23,084"
,"9,411"
,"31,391"
,"17,193"
,"56,394"
,"11,286"
,"4,975"
,"36,350"
,"36,223"
,"13,939"
,"3,383"
,"17,343"
,"15,886"
,"14,776"
,"8,257"
,"50,742"
,"95,430"
,"104,335"
경남,"1,262,422"
,"88,324"
,"19,468"
,"17,481"
,"195,347"
,"11,673"
,"36,685"
,"39,650"
,"10,945"
,"107,942"
,"8,376"
,"119,238"
,"22,110"
,"82,428"
,"85,704"
,"125,566"
,"102,933"
,"69,483"
,"40,706"
,"14,660"
,"38,386"
,"11,904"
,"13,413"
제주,"361,720"
,"61,050"
,"300,670"
서울,"2,596,337"
,"214,872"
,"114,774"
,"62,697"
,"163,563"
,"103,211"
,"81,010"
,"115,982"
,"65,587"
,"134,998"
,"81,380"
,"78,902"
,"90,592"
,"98,939"
,"71,596"
,"155,987"
,"83,252"
,"99,119"
,"189,815"
,"127,556"
,"118,868"
,"65,434"
,"107,563"
,"39,722"
,"40,782"
,"90,136"
부산,"1,039,903"
,"44,842"
,"68,422"
,"53,779"
,"75,677"
,"36,382"
,"73,700"
,"106,159"
,"84,889"
,"68,752"
,"92,670"
,"22,857"
,"58,002"
,"74,043"
,"27,452"
,"13,802"
,"138,475"
대구,"923,292"
,"48,228"
,"217,617"
,"80,713"
,"124,249"
,"153,326"
,"62,595"
,"184,019"
,"52,545"
인천,"1,176,713"
,"22,403"
,"216,952"
,"159,722"
,"221,703"
,"20,817"
,"177,011"
,"171,063"
,"134,231"
,"7,114"
,"45,697"
광주,"515,998"
,"142,171"
,"71,171"
,"29,843"
,"148,624"
,"124,189"
대전,"532,860"
,"69,124"
,"70,998"
,"172,951"
,"138,493"
,"81,294"
울산,"446,328"
,"131,574"
,"56,824"
,"81,266"
,"88,085"
,"88,579"
세종,"90,391"
,"90,391"
경기,"4,114,059"
,"20,027"
,"127,888"
,"99,505"
,"94,180"
,"19,593"
,"87,483"
,"119,095"
,"51,985"
,"81,206"
,"126,956"
,"200,896"
,"28,952"
,"236,320"
,"170,911"
,"55,005"
,"60,784"
,"131,807"
,"115,358"
,"90,363"
,"61,982"
,"141,853"
,"115,718"
,"112,126"
,"69,026"
,"106,466"
,"66,169"
,"66,087"
,"38,654"
,"41,440"
,"14,704"
,"72,434"
,"149,274"
,"118,106"
,"81,345"
,"48,555"
,"116,097"
,"77,228"
,"147,513"
,"179,144"
,"60,428"
,"63,539"
,"247,857"
강원,"536,295"
,"78,258"
,"8,818"
,"33,385"
,"22,538"
,"27,599"
,"7,582"
,"9,390"
,"12,862"
,"121,616"
,"11,208"
,"12,820"
,"14,880"
,"97,976"
,"16,034"
,"15,142"
,"22,823"
,"8,295"
,"15,069"
충북,"569,814"
,"12,253"
,"9,488"
,"10,118"
,"14,980"
,"16,631"
,"38,415"
,"46,141"
,"13,218"
,"27,668"
,16
,"60,165"
,"78,451"
,"75,015"
,"92,908"
,"74,347"
충남,"748,849"
,"16,848"
,"36,958"
,"18,495"
,"39,444"
,"64,239"
,"34,554"
,"20,610"
,"61,875"
,"17,691"
,"116,949"
,"27,485"
,"95,641"
,"134,924"
,"9,428"
,"20,214"
,"33,494"
전북,"644,314"
,"16,961"
,"101,254"
,"28,433"
,"26,437"
,"7,242"
,"16,873"
,"8,182"
,"34,797"
,"101,947"
,"8,200"
,"6,457"
,"119,412"
,"125,912"
,"34,497"
,"7,710"
전남,"664,898"
,"10,573"
,"16,530"
,"8,856"
,"58,134"
,"8,135"
,"35,416"
,"15,811"
,"75,730"
,"26,743"
,"51,853"
,"96,965"
,"10,566"
,"95,317"
,"16,820"
,"36,434"
,"13,395"
,"15,669"
,"11,268"
,"8,997"
,"9,956"
,"20,768"
,"20,962"
경북,"982,339"
,"98,130"
,"100,933"
,"13,149"
,"161,592"
,"8,185"
,"48,458"
,"23,157"
,"9,401"
,"31,403"
,"17,232"
,"56,546"
,"11,335"
,"5,003"
,"36,489"
,"36,399"
,"14,012"
,"3,380"
,"17,368"
,"15,966"
,"14,819"
,"8,299"
,"50,977"
,"95,591"
,"104,515"
경남,"1,264,987"
,"88,333"
,"19,538"
,"17,510"
,"195,710"
,"11,717"
,"36,816"
,"39,803"
,"10,958"
,"108,765"
,"8,383"
,"119,556"
,"22,159"
,"82,810"
,"85,766"
,"125,770"
,"102,718"
,"69,618"
,"40,743"
,"14,704"
,"38,310"
,"11,903"
,"13,397"
제주,"363,288"
,"61,431"
,"301,857"
서울,"2,598,330"
,"214,886"
,"114,663"
,"62,820"
,"164,595"
,"103,326"
,"80,919"
,"116,045"
,"65,682"
,"134,956"
,"81,496"
,"78,956"
,"90,746"
,"98,996"
,"71,637"
,"156,223"
,"83,509"
,"99,098"
,"190,434"
,"127,455"
,"118,232"
,"65,361"
,"107,615"
,"39,707"
,"40,701"
,"90,272"
부산,"1,042,191"
,"45,154"
,"68,495"
,"54,026"
,"75,738"
,"36,408"
,"73,883"
,"105,699"
,"85,077"
,"68,775"
,"92,992"
,"22,871"
,"58,137"
,"74,427"
,"27,421"
,"14,079"
,"139,009"
대구,"926,050"
,"48,205"
,"217,938"
,"82,131"
,"124,716"
,"153,510"
,"62,632"
,"184,510"
,"52,408"
인천,"1,186,110"
,"22,545"
,"219,252"
,"161,027"
,"223,449"
,"20,790"
,"177,757"
,"172,716"
,"135,481"
,"7,126"
,"45,967"
광주,"517,550"
,"142,544"
,"71,393"
,"29,818"
,"148,893"
,"124,902"
대전,"534,409"
,"69,351"
,"71,046"
,"173,395"
,"139,156"
,"81,461"
울산,"447,763"
,"131,864"
,"56,934"
,"81,755"
,"88,431"
,"88,779"
세종,"91,386"
,"91,386"
경기,"4,134,675"
,"20,099"
,"128,307"
,"99,918"
,"94,449"
,"19,460"
,"87,636"
,"120,655"
,"52,311"
,"81,292"
,"127,736"
,"201,624"
,"29,081"
,"237,563"
,"171,144"
,"55,031"
,"60,552"
,"133,181"
,"115,762"
,"90,775"
,"62,137"
,"143,084"
,"116,008"
,"112,348"
,"69,196"
,"106,115"
,"67,509"
,"66,407"
,"38,969"
,"41,617"
,"14,755"
,"72,878"
,"150,016"
,"118,299"
,"81,946"
,"48,624"
,"116,574"
,"77,502"
,"148,251"
,"180,333"
,"60,492"
,"65,155"
,"249,884"
강원,"538,318"
,"78,539"
,"8,897"
,"33,478"
,"22,622"
,"27,538"
,"7,597"
,"9,420"
,"12,886"
,"122,108"
,"11,240"
,"12,872"
,"14,913"
,"98,574"
,"16,048"
,"15,224"
,"22,904"
,"8,295"
,"15,163"
충북,"572,147"
,"12,339"
,"9,539"
,"10,132"
,"15,135"
,"16,733"
,"38,539"
,"46,362"
,"13,276"
,"27,913"
,16
,"60,274"
,"78,466"
,"75,494"
,"93,230"
,"74,699"
충남,"752,435"
,"16,927"
,"37,000"
,"18,537"
,"39,542"
,"64,557"
,"34,633"
,"20,652"
,"62,246"
,"17,739"
,"117,310"
,"27,559"
,"95,829"
,"136,388"
,"9,483"
,"20,268"
,"33,765"
전북,"646,769"
,"17,206"
,"101,447"
,"28,523"
,"26,439"
,"7,268"
,"16,940"
,"8,216"
,"34,934"
,"102,243"
,"8,288"
,"6,570"
,"120,616"
,"125,800"
,"34,558"
,"7,721"
전남,"669,396"
,"10,612"
,"16,580"
,"8,872"
,"58,370"
,"8,207"
,"35,873"
,"15,865"
,"75,900"
,"26,794"
,"54,466"
,"97,258"
,"10,565"
,"95,672"
,"16,878"
,"36,112"
,"13,446"
,"15,754"
,"11,287"
,"9,022"
,"9,975"
,"20,841"
,"21,047"
경북,"985,234"
,"98,313"
,"101,258"
,"13,146"
,"161,856"
,"8,229"
,"48,652"
,"23,165"
,"9,458"
,"31,533"
,"17,248"
,"56,791"
,"11,403"
,"5,006"
,"36,638"
,"36,584"
,"14,099"
,"3,355"
,"17,420"
,"16,018"
,"14,896"
,"8,324"
,"51,157"
,"95,816"
,"104,869"
경남,"1,269,727"
,"88,470"
,"19,613"
,"17,587"
,"196,477"
,"11,749"
,"37,038"
,"39,922"
,"10,995"
,"109,855"
,"8,410"
,"119,916"
,"22,253"
,"83,071"
,"85,731"
,"126,381"
,"103,162"
,"69,871"
,"40,807"
,"14,734"
,"38,371"
,"11,857"
,"13,457"
제주,"365,744"
,"61,904"
,"303,840"
서울,"2,598,344"
,"214,472"
,"114,425"
,"62,826"
,"165,908"
,"103,233"
,"80,741"
,"115,705"
,"66,259"
,"134,645"
,"81,500"
,"78,992"
,"90,605"
,"98,891"
,"71,598"
,"156,135"
,"84,276"
,"98,837"
,"190,799"
,"127,174"
,"118,332"
,"65,338"
,"107,413"
,"39,559"
,"40,352"
,"90,329"
부산,"1,044,996"
,"46,067"
,"68,614"
,"54,253"
,"75,897"
,"36,563"
,"74,032"
,"105,648"
,"84,991"
,"69,056"
,"93,166"
,"22,756"
,"58,006"
,"74,984"
,"27,368"
,"14,292"
,"139,303"
대구,"929,198"
,"48,036"
,"218,913"
,"83,277"
,"125,670"
,"153,637"
,"62,996"
,"184,611"
,"52,058"
인천,"1,191,581"
,"22,605"
,"219,647"
,"161,173"
,"224,816"
,"20,963"
,"178,307"
,"174,088"
,"136,638"
,"7,165"
,"46,179"
광주,"518,440"
,"143,032"
,"71,491"
,"29,732"
,"148,755"
,"125,430"
대전,"535,958"
,"69,416"
,"71,182"
,"173,939"
,"140,063"
,"81,358"
울산,"448,945"
,"132,086"
,"57,032"
,"82,294"
,"88,707"
,"88,826"
세종,"92,504"
,"92,504"
경기,"4,158,086"
,"20,133"
,"128,780"
,"100,867"
,"94,825"
,"19,183"
,"87,771"
,"121,681"
,"52,941"
,"81,389"
,"128,424"
,"202,016"
,"29,065"
,"239,054"
,"171,640"
,"55,437"
,"60,230"
,"136,052"
,"116,119"
,"91,211"
,"62,158"
,"144,017"
,"116,438"
,"112,405"
,"69,684"
,"105,793"
,"68,684"
,"66,712"
,"39,198"
,"41,711"
,"14,818"
,"73,195"
,"150,776"
,"118,523"
,"82,658"
,"48,454"
,"117,002"
,"77,747"
,"149,082"
,"181,303"
,"62,124"
,"66,300"
,"252,486"
강원,"539,763"
,"78,658"
,"9,286"
,"33,552"
,"22,601"
,"27,369"
,"7,632"
,"9,446"
,"12,941"
,"122,516"
,"11,259"
,"12,880"
,"14,926"
,"98,902"
,"16,074"
,"15,237"
,"23,003"
,"8,271"
,"15,210"
충북,"573,823"
,"12,606"
,"9,577"
,"10,173"
,"15,192"
,"16,720"
,"38,619"
,"46,401"
,"13,312"
,"27,995"
,16
,"60,291"
,"78,499"
,"76,092"
,"93,409"
,"74,921"
충남,"755,208"
,"16,929"
,"36,982"
,"18,526"
,"39,611"
,"64,777"
,"34,719"
,"20,675"
,"62,475"
,"17,768"
,"117,652"
,"27,523"
,"96,082"
,"137,493"
,"9,638"
,"20,395"
,"33,963"
전북,"648,420"
,"17,471"
,"101,455"
,"28,582"
,"26,381"
,"7,277"
,"16,997"
,"8,419"
,"34,885"
,"102,483"
,"8,532"
,"6,617"
,"121,611"
,"125,403"
,"34,603"
,"7,704"
전남,"673,511"
,"10,625"
,"16,598"
,"8,878"
,"59,281"
,"8,294"
,"36,279"
,"15,948"
,"76,105"
,"26,898"
,"56,701"
,"97,250"
,"10,578"
,"95,746"
,"16,924"
,"35,656"
,"13,491"
,"15,817"
,"11,377"
,"9,063"
,"9,989"
,"20,888"
,"21,125"
경북,"987,605"
,"98,329"
,"101,495"
,"13,129"
,"162,326"
,"8,251"
,"48,752"
,"23,250"
,"9,481"
,"31,640"
,"17,263"
,"57,152"
,"11,442"
,"5,021"
,"36,721"
,"36,703"
,"14,114"
,"3,346"
,"17,500"
,"16,050"
,"14,925"
,"8,407"
,"51,264"
,"95,914"
,"105,130"
경남,"1,273,485"
,"88,471"
,"19,638"
,"17,592"
,"197,134"
,"11,782"
,"37,125"
,"40,034"
,"11,049"
,"111,147"
,"8,440"
,"120,172"
,"22,267"
,"83,400"
,"85,739"
,"126,525"
,"103,464"
,"70,003"
,"40,821"
,"14,907"
,"38,277"
,"11,839"
,"13,659"
제주,"368,293"
,"62,268"
,"306,025"
서울,"2,607,254"
,"215,250"
,"115,117"
,"62,976"
,"166,337"
,"103,602"
,"81,065"
